Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[individual]	Characteristics[age]	Unit[time unit]	Characteristics[sex]	Characteristics[developmental stage]	Characteristics[disease]	Characteristics[genotype]	Characteristics[organism part]	Characteristics[cell type]	Characteristics[cell line]	Material Type	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Comment[cdna read]	Comment[cdna read offset]	Comment[cdna read size]	Comment[cell barcode offset]	Comment[cell barcode read]	Comment[cell barcode size]	Comment[end bias]	Comment[input molecule]	Comment[library construction]	Comment[primer]	Comment[single cell isolation]	Comment[spike in]	Comment[umi barcode offset]	Comment[umi barcode read]	Comment[umi barcode size]	Protocol REF	Performer	Assay Name	Comment[technical replicate group]	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[read1 file]	Comment[read2 file]	Factor Value[time]	Unit[time unit]	Term Source REF	Term Accession Number
Sample 7	ERS7007755	SAMEA9273534	Homo sapiens	sample7	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 7	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample7_S26_L002	group 7	sequencing assay	ERX5768859	UC-2915-Sample7_S26_L002_R2_001.fastq.gz	UC-2915-Sample7_S26_L002_R2_001.fastq.gz	ERR6131739	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/009/ERR6131739/ERR6131739_2.fastq.gzUC-2915-Sample7_S26_L002_R2_001.fastq.gz	UC-2915-Sample7_S26_L002_R1_001.fastq.gz	UC-2915-Sample7_S26_L002_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 7	ERS7007755	SAMEA9273534	Homo sapiens	sample7	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 7	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample7_S27_L001	group 7	sequencing assay	ERX5768859	UC-2915-Sample7_S27_L001_R1_001.fastq.gz	UC-2915-Sample7_S27_L001_R1_001.fastq.gz	ERR6131740	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/000/ERR6131740/ERR6131740_1.fastq.gzUC-2915-Sample7_S27_L001_R1_001.fastq.gz	UC-2915-Sample7_S27_L001_R1_001.fastq.gz	UC-2915-Sample7_S27_L001_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 7	ERS7007755	SAMEA9273534	Homo sapiens	sample7	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 7	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample7_S27_L001	group 7	sequencing assay	ERX5768859	UC-2915-Sample7_S27_L001_R2_001.fastq.gz	UC-2915-Sample7_S27_L001_R2_001.fastq.gz	ERR6131740	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/000/ERR6131740/ERR6131740_2.fastq.gzUC-2915-Sample7_S27_L001_R2_001.fastq.gz	UC-2915-Sample7_S27_L001_R1_001.fastq.gz	UC-2915-Sample7_S27_L001_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 7	ERS7007755	SAMEA9273534	Homo sapiens	sample7	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 7	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample7_S27_L002	group 7	sequencing assay	ERX5768859	UC-2915-Sample7_S27_L002_R1_001.fastq.gz	UC-2915-Sample7_S27_L002_R1_001.fastq.gz	ERR6131741	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/001/ERR6131741/ERR6131741_1.fastq.gzUC-2915-Sample7_S27_L002_R1_001.fastq.gz	UC-2915-Sample7_S27_L002_R1_001.fastq.gz	UC-2915-Sample7_S27_L002_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 7	ERS7007755	SAMEA9273534	Homo sapiens	sample7	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 7	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample7_S27_L002	group 7	sequencing assay	ERX5768859	UC-2915-Sample7_S27_L002_R2_001.fastq.gz	UC-2915-Sample7_S27_L002_R2_001.fastq.gz	ERR6131741	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/001/ERR6131741/ERR6131741_2.fastq.gzUC-2915-Sample7_S27_L002_R2_001.fastq.gz	UC-2915-Sample7_S27_L002_R1_001.fastq.gz	UC-2915-Sample7_S27_L002_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 7	ERS7007755	SAMEA9273534	Homo sapiens	sample7	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 7	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample7_S28_L001	group 7	sequencing assay	ERX5768859	UC-2915-Sample7_S28_L001_R1_001.fastq.gz	UC-2915-Sample7_S28_L001_R1_001.fastq.gz	ERR6131742	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/002/ERR6131742/ERR6131742_1.fastq.gzUC-2915-Sample7_S28_L001_R1_001.fastq.gz	UC-2915-Sample7_S28_L001_R1_001.fastq.gz	UC-2915-Sample7_S28_L001_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 7	ERS7007755	SAMEA9273534	Homo sapiens	sample7	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 7	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample7_S28_L001	group 7	sequencing assay	ERX5768859	UC-2915-Sample7_S28_L001_R2_001.fastq.gz	UC-2915-Sample7_S28_L001_R2_001.fastq.gz	ERR6131742	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/002/ERR6131742/ERR6131742_2.fastq.gzUC-2915-Sample7_S28_L001_R2_001.fastq.gz	UC-2915-Sample7_S28_L001_R1_001.fastq.gz	UC-2915-Sample7_S28_L001_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 7	ERS7007755	SAMEA9273534	Homo sapiens	sample7	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 7	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample7_S28_L002	group 7	sequencing assay	ERX5768859	UC-2915-Sample7_S28_L002_R1_001.fastq.gz	UC-2915-Sample7_S28_L002_R1_001.fastq.gz	ERR6131743	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/003/ERR6131743/ERR6131743_1.fastq.gzUC-2915-Sample7_S28_L002_R1_001.fastq.gz	UC-2915-Sample7_S28_L002_R1_001.fastq.gz	UC-2915-Sample7_S28_L002_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 7	ERS7007755	SAMEA9273534	Homo sapiens	sample7	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 7	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample7_S28_L002	group 7	sequencing assay	ERX5768859	UC-2915-Sample7_S28_L002_R2_001.fastq.gz	UC-2915-Sample7_S28_L002_R2_001.fastq.gz	ERR6131743	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/003/ERR6131743/ERR6131743_2.fastq.gzUC-2915-Sample7_S28_L002_R2_001.fastq.gz	UC-2915-Sample7_S28_L002_R1_001.fastq.gz	UC-2915-Sample7_S28_L002_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 8	ERS7007756	SAMEA9273535	Homo sapiens	sample8	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 8	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample8_S29_L001	group 8	sequencing assay	ERX5768860	UC-2915-Sample8_S29_L001_R1_001.fastq.gz	UC-2915-Sample8_S29_L001_R1_001.fastq.gz	ERR6131744	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/004/ERR6131744/ERR6131744_1.fastq.gzUC-2915-Sample8_S29_L001_R1_001.fastq.gz	UC-2915-Sample8_S29_L001_R1_001.fastq.gz	UC-2915-Sample8_S29_L001_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 8	ERS7007756	SAMEA9273535	Homo sapiens	sample8	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 8	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample8_S29_L001	group 8	sequencing assay	ERX5768860	UC-2915-Sample8_S29_L001_R2_001.fastq.gz	UC-2915-Sample8_S29_L001_R2_001.fastq.gz	ERR6131744	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/004/ERR6131744/ERR6131744_2.fastq.gzUC-2915-Sample8_S29_L001_R2_001.fastq.gz	UC-2915-Sample8_S29_L001_R1_001.fastq.gz	UC-2915-Sample8_S29_L001_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 8	ERS7007756	SAMEA9273535	Homo sapiens	sample8	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 8	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample8_S29_L002	group 8	sequencing assay	ERX5768860	UC-2915-Sample8_S29_L002_R1_001.fastq.gz	UC-2915-Sample8_S29_L002_R1_001.fastq.gz	ERR6131745	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/005/ERR6131745/ERR6131745_1.fastq.gzUC-2915-Sample8_S29_L002_R1_001.fastq.gz	UC-2915-Sample8_S29_L002_R1_001.fastq.gz	UC-2915-Sample8_S29_L002_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 8	ERS7007756	SAMEA9273535	Homo sapiens	sample8	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 8	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample8_S29_L002	group 8	sequencing assay	ERX5768860	UC-2915-Sample8_S29_L002_R2_001.fastq.gz	UC-2915-Sample8_S29_L002_R2_001.fastq.gz	ERR6131745	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/005/ERR6131745/ERR6131745_2.fastq.gzUC-2915-Sample8_S29_L002_R2_001.fastq.gz	UC-2915-Sample8_S29_L002_R1_001.fastq.gz	UC-2915-Sample8_S29_L002_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 8	ERS7007756	SAMEA9273535	Homo sapiens	sample8	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 8	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample8_S30_L001	group 8	sequencing assay	ERX5768860	UC-2915-Sample8_S30_L001_R1_001.fastq.gz	UC-2915-Sample8_S30_L001_R1_001.fastq.gz	ERR6131746	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/006/ERR6131746/ERR6131746_1.fastq.gzUC-2915-Sample8_S30_L001_R1_001.fastq.gz	UC-2915-Sample8_S30_L001_R1_001.fastq.gz	UC-2915-Sample8_S30_L001_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 8	ERS7007756	SAMEA9273535	Homo sapiens	sample8	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 8	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample8_S30_L001	group 8	sequencing assay	ERX5768860	UC-2915-Sample8_S30_L001_R2_001.fastq.gz	UC-2915-Sample8_S30_L001_R2_001.fastq.gz	ERR6131746	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/006/ERR6131746/ERR6131746_2.fastq.gzUC-2915-Sample8_S30_L001_R2_001.fastq.gz	UC-2915-Sample8_S30_L001_R1_001.fastq.gz	UC-2915-Sample8_S30_L001_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 8	ERS7007756	SAMEA9273535	Homo sapiens	sample8	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 8	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample8_S30_L002	group 8	sequencing assay	ERX5768860	UC-2915-Sample8_S30_L002_R1_001.fastq.gz	UC-2915-Sample8_S30_L002_R1_001.fastq.gz	ERR6131747	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/007/ERR6131747/ERR6131747_1.fastq.gzUC-2915-Sample8_S30_L002_R1_001.fastq.gz	UC-2915-Sample8_S30_L002_R1_001.fastq.gz	UC-2915-Sample8_S30_L002_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 8	ERS7007756	SAMEA9273535	Homo sapiens	sample8	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 8	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample8_S30_L002	group 8	sequencing assay	ERX5768860	UC-2915-Sample8_S30_L002_R2_001.fastq.gz	UC-2915-Sample8_S30_L002_R2_001.fastq.gz	ERR6131747	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/007/ERR6131747/ERR6131747_2.fastq.gzUC-2915-Sample8_S30_L002_R2_001.fastq.gz	UC-2915-Sample8_S30_L002_R1_001.fastq.gz	UC-2915-Sample8_S30_L002_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 8	ERS7007756	SAMEA9273535	Homo sapiens	sample8	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 8	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample8_S31_L001	group 8	sequencing assay	ERX5768860	UC-2915-Sample8_S31_L001_R1_001.fastq.gz	UC-2915-Sample8_S31_L001_R1_001.fastq.gz	ERR6131748	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/008/ERR6131748/ERR6131748_1.fastq.gzUC-2915-Sample8_S31_L001_R1_001.fastq.gz	UC-2915-Sample8_S31_L001_R1_001.fastq.gz	UC-2915-Sample8_S31_L001_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 8	ERS7007756	SAMEA9273535	Homo sapiens	sample8	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 8	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample8_S31_L001	group 8	sequencing assay	ERX5768860	UC-2915-Sample8_S31_L001_R2_001.fastq.gz	UC-2915-Sample8_S31_L001_R2_001.fastq.gz	ERR6131748	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/008/ERR6131748/ERR6131748_2.fastq.gzUC-2915-Sample8_S31_L001_R2_001.fastq.gz	UC-2915-Sample8_S31_L001_R1_001.fastq.gz	UC-2915-Sample8_S31_L001_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 8	ERS7007756	SAMEA9273535	Homo sapiens	sample8	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 8	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample8_S31_L002	group 8	sequencing assay	ERX5768860	UC-2915-Sample8_S31_L002_R1_001.fastq.gz	UC-2915-Sample8_S31_L002_R1_001.fastq.gz	ERR6131749	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/009/ERR6131749/ERR6131749_1.fastq.gzUC-2915-Sample8_S31_L002_R1_001.fastq.gz	UC-2915-Sample8_S31_L002_R1_001.fastq.gz	UC-2915-Sample8_S31_L002_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 8	ERS7007756	SAMEA9273535	Homo sapiens	sample8	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 8	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample8_S31_L002	group 8	sequencing assay	ERX5768860	UC-2915-Sample8_S31_L002_R2_001.fastq.gz	UC-2915-Sample8_S31_L002_R2_001.fastq.gz	ERR6131749	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/009/ERR6131749/ERR6131749_2.fastq.gzUC-2915-Sample8_S31_L002_R2_001.fastq.gz	UC-2915-Sample8_S31_L002_R1_001.fastq.gz	UC-2915-Sample8_S31_L002_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 8	ERS7007756	SAMEA9273535	Homo sapiens	sample8	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 8	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample8_S32_L001	group 8	sequencing assay	ERX5768860	UC-2915-Sample8_S32_L001_R1_001.fastq.gz	UC-2915-Sample8_S32_L001_R1_001.fastq.gz	ERR6131750	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/000/ERR6131750/ERR6131750_1.fastq.gzUC-2915-Sample8_S32_L001_R1_001.fastq.gz	UC-2915-Sample8_S32_L001_R1_001.fastq.gz	UC-2915-Sample8_S32_L001_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 8	ERS7007756	SAMEA9273535	Homo sapiens	sample8	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 8	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample8_S32_L001	group 8	sequencing assay	ERX5768860	UC-2915-Sample8_S32_L001_R2_001.fastq.gz	UC-2915-Sample8_S32_L001_R2_001.fastq.gz	ERR6131750	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/000/ERR6131750/ERR6131750_2.fastq.gzUC-2915-Sample8_S32_L001_R2_001.fastq.gz	UC-2915-Sample8_S32_L001_R1_001.fastq.gz	UC-2915-Sample8_S32_L001_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 8	ERS7007756	SAMEA9273535	Homo sapiens	sample8	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 8	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample8_S32_L002	group 8	sequencing assay	ERX5768860	UC-2915-Sample8_S32_L002_R1_001.fastq.gz	UC-2915-Sample8_S32_L002_R1_001.fastq.gz	ERR6131751	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/001/ERR6131751/ERR6131751_1.fastq.gzUC-2915-Sample8_S32_L002_R1_001.fastq.gz	UC-2915-Sample8_S32_L002_R1_001.fastq.gz	UC-2915-Sample8_S32_L002_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 8	ERS7007756	SAMEA9273535	Homo sapiens	sample8	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 8	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample8_S32_L002	group 8	sequencing assay	ERX5768860	UC-2915-Sample8_S32_L002_R2_001.fastq.gz	UC-2915-Sample8_S32_L002_R2_001.fastq.gz	ERR6131751	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/001/ERR6131751/ERR6131751_2.fastq.gzUC-2915-Sample8_S32_L002_R2_001.fastq.gz	UC-2915-Sample8_S32_L002_R1_001.fastq.gz	UC-2915-Sample8_S32_L002_R2_001.fastq.gz	14	day	EFO	UO_0000033
